id,primary_topic_openai,primary_subtopic_openai,confidence_openai,secondary_concepts_openai,reasoning_openai,primary_topic_claude,primary_subtopic_claude,confidence_claude,secondary_concepts_claude,reasoning_claude,models_agree,final_topic,final_subtopic,decision_method,needs_human_review,arb_primary_topic,arb_primary_subtopic,arb_primary_conf,arb_secondary_topic,arb_secondary_subtopic,arb_is_dual_modal,arb_decision,arb_conf_tier,secondary_primary_topic,secondary_primary_subtopic,is_dual_modal,confidence_tier,question,primary_survey
4900,Social,Medical Care,0.95,[],"Asks about the location/provider where health care services were obtained, which maps directly to medical care utilization.",Social,Medical Care,0.95,[],"Question directly asks about where health care services were obtained, which is a core medical care inquiry.",True,Social,Medical Care,agreement,False,,,,,,,,,,,,,Where did ... go to get this/those health care service(s)?,Survey of Income and Program Participation (SIPP)
4901,Economic,Income,0.8,"[{'topic': 'Social', 'subtopic': 'Medical Care'}, {'topic': 'Economic', 'subtopic': 'Expenditures'}]","The question asks whether a person's income was asked about when setting a price (directly about income), in the context of paying for health services (medical care and pricing/expenditures).",Economic,Income,0.85,"[{'topic': 'Social', 'subtopic': 'Medical Care'}]","Question asks whether income was considered in pricing health care services, combining income assessment with medical care context.",True,Economic,Income,agreement,False,,,,,,,,,,,,,Did anyone ask what ^PTEMPNAME income was before they set a price for the services?,Survey of Income and Program Participation (SIPP)
4902,Social,Medical Care,0.95,"[{'topic': 'Economic', 'subtopic': 'Health Insurance'}]","Directly asks whether the person received treatment for illness/injury, a medical care utilization item; health insurance is a relevant secondary concept for access to treatment.",Social,Medical Care,0.95,[],"Question directly asks about receipt of treatment for illness or injury, a fundamental medical care question.",True,Social,Medical Care,agreement,False,,,,,,,,,,,,,Did ^TEMPNAME receive treatment for an illness or injury?,Survey of Income and Program Participation (SIPP)
4903,Social,Medical Care,0.95,"[{'topic': 'Economic', 'subtopic': 'Health Insurance'}]","Asks about receipt of routine or preventive care, which pertains to medical care; insurance is relevant to access to preventive services.",Social,Medical Care,0.95,[],"Question asks about receipt of routine and preventative care, which is a core medical care inquiry.",True,Social,Medical Care,agreement,False,,,,,,,,,,,,,"Did ^TEMPNAME receive any routine or preventative care, ^TYPECAREFIL?",Survey of Income and Program Participation (SIPP)
4904,Social,Disability,0.99,"[{'topic': 'Social', 'subtopic': 'Medical Care'}]","Asks whether the person is deaf or has serious difficulty hearing, which is a functional disability question; medical care is a related secondary topic.",Social,Disability,0.95,[],"Question asks about hearing difficulties, which is a standard disability screening question for sensory impairments.",True,Social,Disability,agreement,False,,,,,,,,,,,,,"Now we want to learn about people who have difficulties doing certain activities because of physical, mental, or emotional health problems. ^C_AREIS ^TEMPNAME deaf or ^DODOES ^HESHE have serious difficulty hearing?",Survey of Income and Program Participation (SIPP)
4905,Social,Disability,0.99,"[{'topic': 'Social', 'subtopic': 'Medical Care'}]","Asks whether the person is blind or has serious difficulty seeing even with glasses/contacts, a standard disability measure; medical care is related.",Social,Disability,0.95,[],"Question asks about vision difficulties, which is a standard disability screening question for sensory impairments.",True,Social,Disability,agreement,False,,,,,,,,,,,,,^C_AREIS ^TEMPNAME blind or ^DODOES ^HESHE have serious difficulty seeing even when wearing glasses or contacts?,Survey of Income and Program Participation (SIPP)
4906,Social,Disability,0.98,"[{'topic': 'Social', 'subtopic': 'Medical Care'}, {'topic': 'Social', 'subtopic': 'Household'}]","Asks about difficulties with cognition, mobility, self-care, and independent errands due to health problems, which are disability/functioning items; medical care and household functioning are relevant secondaries.",Social,Disability,0.95,[],"Question asks about multiple functional limitations related to cognitive, mobility, and self-care activities due to physical, mental, or emotional problems.",True,Social,Disability,agreement,False,,,,,,,,,,,,,"Because of a physical, mental, or emotional problem, ^DODOES ^TEMPNAME experience any of the following... ...serious difficulty concentrating, remembering, or making decisions? (...serious difficulty walking or climbing stairs?) (...difficulty dressing or bathing?) (...difficulty doing errands alone such as visiting a doctor's office or shopping?)",Survey of Income and Program Participation (SIPP)
4907,Social,Disability,0.98,"[{'topic': 'Social', 'subtopic': 'Medical Care'}, {'topic': 'Social', 'subtopic': 'Household'}]","Variant ordering of the same functional difficulty items (concentration, walking, dressing, errands) indicating disability/functioning; medical care and household functioning are related.",Social,Disability,0.95,[],"Question asks about cognitive and mobility functional limitations due to physical, mental, or emotional problems.",True,Social,Disability,agreement,False,,,,,,,,,,,,,"(Because of a physical, mental, or emotional problem, ^DODOES ^TEMPNAME experience any of the following...) (...serious difficulty concentrating, remembering, or making decisions?) ...serious difficulty walking or climbing stairs? (...difficulty dressing or bathing?) (...difficulty doing errands alone such as visiting a doctor's office or shopping?)",Survey of Income and Program Participation (SIPP)
4908,Social,Disability,0.98,"[{'topic': 'Social', 'subtopic': 'Medical Care'}, {'topic': 'Social', 'subtopic': 'Household'}]","Another variant of questions about difficulties with cognition, mobility, self-care, and independent errands due to health problems—primary disability, with medical care and household as related topics.",Social,Disability,0.95,[],"Question asks about self-care and mobility functional limitations due to physical, mental, or emotional problems.",True,Social,Disability,agreement,False,,,,,,,,,,,,,"(Because of a physical, mental, or emotional problem, ^DODOES ^TEMPNAME experience any of the following...) (...serious difficulty concentrating, remembering, or making decisions?) (...serious difficulty walking or climbing stairs?) ...difficulty dressing or bathing? (...difficulty doing errands alone such as visiting a doctor's office or shopping?)",Survey of Income and Program Participation (SIPP)
4909,Social,Disability,0.98,"[{'topic': 'Social', 'subtopic': 'Medical Care'}, {'topic': 'Social', 'subtopic': 'Household'}]","Asks about difficulty doing errands alone and other functional limitations due to health problems, classifying as disability/functioning; medical care and household functioning are relevant secondary concepts.",Social,Disability,0.95,[],"Question asks about difficulty with independent errands and activities due to physical, mental, or emotional problems.",True,Social,Disability,agreement,False,,,,,,,,,,,,,"(Because of a physical, mental, or emotional problem, ^DODOES ^TEMPNAME experience any of the following...) (...serious difficulty concentrating, remembering, or making decisions?) (...serious difficulty walking or climbing stairs?) (...difficulty dressing or bathing?) ...difficulty doing errands alone such as visiting a doctor's office or shopping?",Survey of Income and Program Participation (SIPP)
4930,Social,Children,0.9,"[{'topic': 'Demographic', 'subtopic': 'Relationship'}]","Question asks about number of children and their biological father/parentage, which directly pertains to children and family relationships.",Social,Fertility,0.95,"[{'topic': 'Demographic', 'subtopic': 'Children'}]","Question asks about the number of children a respondent has fathered, directly measuring fertility.",False,Social,Fertility,auto_dual_modal,False,Social,Fertility,0.95,Social,Children,True,auto_dual_modal,high,Social,Children,True,high,^ALTOGETHERFIL many children ^HAVHAS ^HESHE ever ^BIRTHFATHERFIL?,Survey of Income and Program Participation (SIPP)
4931,Social,Children,0.95,"[{'topic': 'Demographic', 'subtopic': 'Age'}, {'topic': 'Demographic', 'subtopic': 'Relationship'}]","Items ask to identify biological children, birth month/year/age, and other biological parent/household membership, all central to child/family characteristics and ages.",Social,Fertility,0.92,"[{'topic': 'Demographic', 'subtopic': 'Children'}, {'topic': 'Demographic', 'subtopic': 'Relationship'}]","Question collects detailed information about biological children, their birth dates, ages, and parental relationships, which are core fertility and household composition measures.",False,Social,Children,auto_dual_modal,False,Social,Children,0.95,Social,Fertility,True,auto_dual_modal,high,Social,Fertility,True,high,I am showing that Read name(s) ^FERT_AREIS ^PTEMPNAME biological ^CHILDFERTFIL. Is that correct? Which of these children are ... biological children? Do all of ... children have the same biological other parent? What is this child's birth month? What is this child's birth year? What is the respondent's best estimate of this child's age? Which of these children have the same biological parent? Is this child's other biological parent in the household? Who is the other biological parent of this cluster?,Survey of Income and Program Participation (SIPP)
4932,Economic,Employment Status,0.9,"[{'topic': 'Social', 'subtopic': 'Fertility'}]","Question asks whether the respondent worked for pay during pregnancy (employment status) in the context of childbirth, linking employment to fertility/childbearing.",Economic,Employment Status,0.88,"[{'topic': 'Social', 'subtopic': 'Fertility'}, {'topic': 'Economic', 'subtopic': 'Hours/Week, Weeks/Year'}]","Question asks about work status during pregnancy, measuring employment continuity around childbirth.",True,Economic,Employment Status,agreement,False,,,,,,,,,,,,,Now I'm going to ask about leave from work ^TEMPNAME may have taken leading up to or right after the birth of ^HISHER first child. Did ^HESHE work for pay at a job or business at any time during that pregnancy?,Survey of Income and Program Participation (SIPP)
