question_text,char_length,word_count,num_surveys
(Did you end your housing search) because you had difficulty traveling to other neighborhoods to find preferred housing?,120,18,1
"Did you find your home through family, friends, or other word of mouth?",71,13,1
"(Did you find your home) On an internet site (such as craigslist, apartment.com, realtor.com, or Zillow)?",105,16,1
(Did you find your home) In a newspaper or other publication?,61,11,1
(Did you find your home) From talking with a real estate agent?,63,12,1
(Did you find your home) On an apartment rental agency listing?,63,11,1
(Did you find your home) On a sign on the outside of the building/house?,72,14,1
(Did you find your home) In some other way?,43,9,1
"Is this neighborhood better, worse, or about the same as your last neighborhood?",80,13,1
"Is this ^HTYPEFILL better, worse, or about the same as your last home?",70,13,1
Did ^you_all_he_she_they move here from the same previous residence?,68,9,1
Which people moved here from the first previous residence?,58,9,1
Which people moved here from the next previous residence?,57,9,2
What zip code did ^you live in just before moving here?,55,11,1
Did ^you move more than 50 miles?,33,7,1
Was that residence - ^MOVERS2 Read all answer categories 1. A house? 2. An apartment? 3. A manufactured/mobile home? 4. Or some other type of residence?,152,26,1
Was that home - 1. Owned or being bought by someone in that household? 2. Rented? 3. Occupied without payment of rent?,118,22,1
How many people lived in that household just before the move?,61,11,1
Was that ^XUNIT ^XTEN by someone who moved here?,48,9,1
Was it ^XTEN by a relative?,27,6,1
"When ^you moved, did ^your housing costs increase, decrease, or stay about the same, including utilities and ^mort_rent.",120,18,1
Earlier you reported being forced to move because of a natural disaster or fire . . . Did the natural disaster or fire affect other units in your building?,155,29,1
The following NHQIntro Question Fill NHQIntro Is/Are Fill about ^your_the community.,84,11,1
Is ^your_the house part of a subdivision or housing development?,64,10,1
(Last time) we recorded that ^your_theCommunity1 is gated or surrounded by walls or fences to prevent access by persons other than residents. Is this information still correct?,176,27,1
Is ^your_the Community1 gated or surrounded by walls or fences to prevent access by persons other than residents?,113,18,1
"(Last time) we recorded that your Community1 was age-restricted, meaning that at least one member of the family must be at least 55 years or older. Is this information still correct?",182,31,1
"You mentioned that one or more members of your household are 55 or older. Some Community2 are age-restricted, meaning that at least one member of the household must be at least 55 years or older. Is your Community1 age-restricted?",230,39,1
Sometimes communities that are not age-restricted still attract certain age groups. Do you think the majority of your neighbors are 55 or over?,143,23,1
"Are there any bodies of water, such as ponds, lakes, rivers, or the ocean within a half block of ^your_the ^home_mobile_building?",129,21,1
Would you call ^your_this1 ^home_mobile_building waterfront property?,69,7,1
"Thinking about the other buildings within a half block from ^your_the ^home_mobile_building, are there any: Enter all that apply 1. Single-family detached homes? 2. Single-family townhouses or row houses? 3. Apartment buildings? 4. Manufactured/mobile homes? 5. None of the above",279,40,1
"Last time we recorded that there were businesses or institutions, such as stores, restaurants, schools, or hospitals within a half block of ^your_the ^home_mobile_building. Is this information still correct?",207,29,1
"Are there any businesses or institutions, such as stores, restaurants, schools, or hospitals within a half block of ^your_the ^home_mobile_building?",148,20,1
(Last time) we recorded that there were factories or other industrial structures within a half block. Is this information still correct?,136,21,1
How about any factories or other industrial structures?,55,8,1
(Last time) we recorded that there was more than one building with metal bars on the windows. Is this information still correct?,128,22,1
Last time we recorded that there was a building with metal bars on its windows within a half block of ^your_the ^home_mobile_building. Is this information still correct?,169,27,1
"Now, thinking of ALL of the buildings that are within a half block of ^your_the ^home_mobile_building, do any of these buildings have metal bars on their windows?",162,27,1
Is there more than one building with metal bars on the windows?,63,12,1
Are there any vandalized or abandoned buildings within a half block of ^your_the ^home_mobile_building?,103,14,1
Is there more than one vandalized or abandoned building?,56,9,1
"Is there trash, litter, or junk in the streets, roads, empty lots, or on any properties within a half block of ^your_the ^home_mobile_building?",143,23,1
"Is there a small amount or a large amount of trash, litter, or junk?",68,14,1
Do you agree or disagree with the following statements about ^your_the neighborhood...?,87,12,1
This neighborhood has good schools.,35,5,1
"(The neighborhood has) a lot of petty crime. Examples of petty crime are shoplifting, bike theft, and vandalism.",112,18,1
"(The neighborhood has) a lot of serious crime. Examples of serious crime are murder, assault and, robbery",105,17,1
"(This neighborhood has) good bus, subway, or commuter train service.",68,10,1
This neighborhood is at high risk for floods or other disasters.,64,11,1
"On a scale of 1 to 10, how would you rate your ^HTYPEFILL as a place to live?",77,18,1
"How would you rate your neighborhood on a scale of 1 - 10? 10 is best, 1 is worst",81,19,1
Does ^your_this1 neighborhood have bothersome street noise or heavy traffic?,76,10,1
Which one of the following best describes the area of ^your_this1 home?,71,12,1
"Overall, ^12monthsLC, how difficult was it for you to afford your HI - Rent or mortgage payments?",97,17,1
How often ^12monthsLC would you say you were worried or stressed about having enough money to pay your HI - Rent or mortgage?,125,23,1
Was there ever a time when ^you_yourhh were a month or more behind in making a HI - Rent or mortgage payment?,109,22,1
How often ^12monthsLC would you say ^you_yourhh were behind on your HI - Rent or mortgage payments?,99,17,1
"In a typical month, is the HI - Rent or mortgage payment more than half of your household's monthly income?",107,20,1
^12monthsUC how often were you worried or stressed about being forced to move?,78,13,1
How worried are you right now about being forced to move? Are you... Read all answer options 223 1. Very worried 2. Moderately worried 3. A little worried 4. Not at all worried,176,33,1
An eviction is when your landlord forces you to move. Have you been threatened with eviction in this home ^12monthsLC,117,20,1
"^12monthsUC, have you received an eviction notice?",50,7,1
How likely is it that you will have to leave this home because of eviction?,75,15,1
"^12monthsUC, have you received a notice that the current mortgage was going to be foreclosed on?",96,16,1
Is your current mortgage in foreclosure now?,44,7,1
How likely is it that you will have to leave your home because of foreclosure?,78,15,1
How long did you live in your previous home?,44,9,1
About how many months would you say you lived there?,52,10,1
^Are_Is2 staying here because you_they had to leave where you_they were living before and had no other place to stay?,117,20,1
"How many people, including yourself (are staying here because they had to leave where they were living before and had no other place to stay)?",142,25,1
At any time in the last 12 months did_you_anyone experience homelessness?,73,11,1
"How many people, including yourself (experienced homelessness)?",63,7,1
"^12monthsUC, how often have you noticed any musty smells, or other signs of dampness, mold, or mildew, inside your home? Would you say it was daily, weekly, monthly, a few times, or never?",188,33,1
How safe do you feel inside your home?,38,8,1
"How well does your ^HTYPEFILL stay cool in HOT WEATHER without the aid of air conditioning or other cooling device? Would you say Very well, Somewhat well, Not very well, or Not well at all?",190,35,1
"Is any part of the exterior of your ^HTYPEFILL, including walls, windows, and roof ever shaded by trees, another building, or something else such as an awning?",159,27,1
"How is the shade from trees, buildings and/or other sources within a half block of your housing unit? Would you say it is Very shady, Somewhat shady, Not very shady, or Not at all shady?",186,35,1
12_lived3 did any household member visit an emergency room or urgent care center due to heat stroke or other heat-related illness?,130,21,1
